id_toma,periodo,fecha_emision,fecha_vencimiento,fecha_pago,pagado,consumo_m3,importe_agua,importe_alcantarillado,importe_saneamiento,total_pagar,domiciliado,tipo_tarifa,pago_tardio
T2558B25F4A,2025-12,2025-12-24,2026-01-13,2025-12-27,True,12.5,181.75,18.18,0.0,199.93,False,domestico,False
TF2D53B5266,2025-12,2025-12-25,2026-01-14,2026-01-07,True,13.0,187.5,18.75,22.5,228.75,False,domestico,False
T46E626FB09,2025-12,2025-12-25,2026-01-14,2026-01-08,True,18.6,251.9,25.19,30.23,307.32,False,domestico,False
T7E0A59EC74,2025-12,2025-12-23,2026-01-12,2026-03-20,True,8.3,133.45,13.34,16.01,162.81,False,domestico,True
TDB77C6E5BA,2025-12,2025-12-27,2026-01-16,2026-01-01,True,15.8,219.7,21.97,26.36,268.03,False,domestico,False
TB2420A8657,2025-12,2025-12-27,2026-01-16,2026-01-09,True,15.4,215.1,21.51,25.81,262.42,True,domestico,False
TB1246EBDB6,2025-12,2025-12-23,2026-01-12,2026-02-17,True,7.3,121.95,12.2,14.63,148.78,False,domestico,True
T8C8BD1D187,2025-12,2025-12-30,2026-01-19,2026-01-17,True,19.1,257.65,25.77,30.92,314.33,False,domestico,False
T9A87FD75BB,2025-12,2025-12-29,2026-01-18,2026-01-13,True,16.1,223.15,0.0,26.78,249.93,False,domestico,False
T7220DB253B,2025-12,2025-12-28,2026-01-17,2026-01-02,True,18.2,247.3,24.73,29.68,301.71,False,domestico,False
T024582A041,2025-12,2025-12-26,2026-01-15,2026-01-01,True,27.7,621.3,62.13,74.56,757.99,False,comercial,False
TA3D7EB0EB6,2025-12,2025-12-24,2026-01-13,2026-01-07,True,2.1,134.9,13.49,16.19,164.58,True,comercial,False
T980F08905D,2025-12,2025-12-26,2026-01-15,2025-12-27,True,12.0,176.0,17.6,21.12,214.72,False,domestico,False
T0070991C4A,2025-12,2025-12-25,2026-01-14,2026-01-11,True,11.5,170.25,17.03,20.43,207.71,False,domestico,False
TE62F9D24A2,2025-12,2025-12-27,2026-01-16,2026-01-03,True,25.5,331.25,33.12,0.0,364.38,False,domestico,False
T660F58D22C,2025-12,2025-12-28,2026-01-17,2026-03-21,True,18.4,444.6,44.46,53.35,542.41,False,comercial,True
TC9C59FD3C0,2025-12,2025-12-25,2026-01-14,2026-01-13,True,14.5,204.75,20.48,0.0,225.22,False,domestico,False
TC85BCF4679,2025-12,2025-12-23,2026-01-12,2026-02-10,True,20.1,269.15,26.91,32.3,328.36,False,domestico,True
T711A4FB3DC,2025-12,2025-12-24,2026-01-13,2026-01-02,True,6.3,110.45,11.05,13.25,134.75,False,domestico,False
TDA01857472,2025-12,2025-12-25,2026-01-14,2026-02-21,True,6.1,108.15,10.81,12.98,131.94,False,domestico,True
T593C7D2F36,2025-12,2025-12-25,2026-01-14,2026-01-04,True,8.8,139.2,13.92,16.7,169.82,False,domestico,False
TAD1B3ECAF6,2025-12,2025-12-23,2026-01-12,2026-03-01,True,16.9,232.35,23.23,27.88,283.47,False,domestico,True
T62DB418771,2026-01,2026-01-28,2026-02-17,2026-02-05,True,19.9,368.5,36.85,44.22,449.57,False,publico,False
T516D296A99,2026-01,2026-01-28,2026-02-17,2026-04-21,True,6.8,116.2,11.62,13.94,141.76,False,domestico,True
TF6199DECCB,2026-01,2026-01-27,2026-02-16,2026-02-06,True,37.0,798.0,79.8,95.76,973.56,True,comercial,False
TBFDD3649BD,2026-01,2026-01-26,2026-02-15,2026-01-30,True,14.0,199.0,19.9,23.88,242.78,True,domestico,False
T1A8F7C05C9,2026-01,2026-01-25,2026-02-14,2026-02-04,True,5.6,102.4,10.24,0.0,112.64,False,domestico,False
T6B4FC6C7C6,2026-01,2026-01-26,2026-02-15,2026-01-31,True,17.3,329.5,32.95,39.54,401.99,False,publico,False
T6EE7490E19,2026-01,2026-01-25,2026-02-14,2026-02-11,True,9.4,146.1,14.61,17.53,178.24,False,domestico,False
T771EC6B537,2026-01,2026-01-25,2026-02-14,2026-01-30,True,5.4,100.1,10.01,12.01,122.12,False,domestico,False
TA87CD37475,2026-01,2026-01-25,2026-02-14,2026-01-27,True,23.4,307.1,30.71,36.85,374.66,False,domestico,False
T00048F12E2,2026-01,2026-01-22,2026-02-11,2026-02-08,True,10.2,155.3,15.53,18.64,189.47,False,domestico,False
TDE3B85E449,2026-01,2026-01-25,2026-02-14,2026-03-27,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
TDFD5EF1E2B,2026-01,2026-01-24,2026-02-13,2026-01-28,True,14.5,204.75,20.48,24.57,249.79,False,domestico,False
T6BE1C12D07,2026-01,2026-01-29,2026-02-18,2026-02-03,True,100.8,2880.8,288.08,345.7,3514.58,False,industrial,False
TE17C7596F7,2026-01,2026-01-22,2026-02-11,2026-04-03,True,13.1,188.65,18.87,22.64,230.15,False,domestico,True
TF0590D064A,2026-01,2026-01-29,2026-02-18,2026-01-29,True,8.4,134.6,13.46,16.15,164.21,False,domestico,False
T0201C8273D,2026-01,2026-01-22,2026-02-11,2026-02-01,True,12.3,179.45,0.0,21.53,200.98,False,domestico,False
T416D725964,2026-01,2026-01-25,2026-02-14,2026-01-27,True,17.1,234.65,23.47,28.16,286.27,False,domestico,False
T592985E849,2026-01,2026-01-27,2026-02-16,2026-02-19,True,21.5,285.25,28.53,34.23,348.0,False,domestico,True
T8CFD079CB6,2026-01,2026-01-24,2026-02-13,2026-02-03,True,15.0,210.5,21.05,25.26,256.81,False,domestico,False
TD10A6EDCA0,2026-01,2026-01-28,2026-02-17,2026-02-16,True,20.1,476.9,47.69,57.23,581.82,False,comercial,False
T0CE7987E4B,2026-01,2026-01-28,2026-02-17,2026-04-04,True,76.6,1550.4,155.04,186.05,1891.49,False,comercial,True
T0F12629295,2026-01,2026-01-26,2026-02-15,2026-02-14,True,3.8,81.7,8.17,9.8,99.67,False,domestico,False
T7833B36159,2026-01,2026-01-26,2026-02-15,2026-02-06,True,16.6,228.9,22.89,27.47,279.26,True,domestico,False
T997FF51E88,2026-01,2026-01-27,2026-02-16,2026-02-16,True,8.9,140.35,14.04,0.0,154.39,True,domestico,False
TB0AFAFC426,2026-01,2026-01-23,2026-02-12,2026-02-13,True,37.4,631.0,63.1,75.72,769.82,False,publico,True
T4B2228F178,2026-01,2026-01-24,2026-02-13,2026-02-10,True,16.7,230.05,23.0,27.61,280.66,True,domestico,False
T5D1D63651A,2026-01,2026-01-25,2026-02-14,2026-02-05,True,19.3,259.95,26.0,31.19,317.14,False,domestico,False
T005A9CE174,2026-01,2026-01-27,2026-02-16,2026-02-11,True,0.0,38.0,3.8,4.56,46.36,True,domestico,False
T0E572DDC2C,2026-01,2026-01-25,2026-02-14,2026-02-18,True,8.7,138.05,0.0,16.57,154.62,False,domestico,True
T6B4C3EB33E,2026-01,2026-01-27,2026-02-16,2026-02-06,True,4.7,92.05,9.21,11.05,112.3,False,domestico,False
T98621FD0F2,2026-01,2026-01-22,2026-02-11,2026-01-25,True,113.6,3213.6,321.36,385.63,3920.59,False,industrial,False
TCED7759D69,2026-01,2026-01-27,2026-02-16,2026-02-16,True,19.4,261.1,0.0,31.33,292.43,False,domestico,False
T148BA00559,2026-01,2026-01-22,2026-02-11,2026-01-25,True,21.9,289.85,28.99,34.78,353.62,False,domestico,False
T8EF8382AF5,2026-01,2026-01-29,2026-02-18,2026-03-13,True,11.9,174.85,17.48,20.98,213.32,False,domestico,True
T294140BCEC,2026-01,2026-01-25,2026-02-14,2026-03-06,True,25.8,585.2,58.52,70.22,713.94,False,comercial,True
T2B4ECE5F7A,2026-01,2026-01-23,2026-02-12,2026-02-04,True,16.5,227.75,22.78,0.0,250.53,False,domestico,False
TFCDB644B38,2026-01,2026-01-23,2026-02-12,2026-02-09,True,22.5,296.75,29.68,35.61,362.04,True,domestico,False
TF46C85CB55,2026-01,2026-01-23,2026-02-12,2026-02-07,True,7.4,123.1,12.31,14.77,150.18,True,domestico,False
T635E7348B0,2026-01,2026-01-30,2026-02-19,2026-01-30,True,27.3,351.95,35.2,42.23,429.38,False,domestico,False
TD950C1321E,2026-01,2026-01-23,2026-02-12,2026-01-26,True,13.2,189.8,18.98,22.78,231.56,False,domestico,False
T79F7CA1313,2026-01,2026-01-23,2026-02-12,2026-02-07,True,5.9,105.85,10.59,0.0,116.44,False,domestico,False
T1890D0D69D,2026-01,2026-01-25,2026-02-14,2026-01-29,True,9.4,146.1,14.61,17.53,178.24,False,domestico,False
T92ED6C6BBC,2026-01,2026-01-23,2026-02-12,2026-01-26,True,6.4,111.6,11.16,13.39,136.15,False,domestico,False
T1A234D637E,2026-01,2026-01-28,2026-02-17,2026-02-16,True,15.5,216.25,21.62,0.0,237.88,False,domestico,False
T0FA07C2AE6,2026-01,2026-01-25,2026-02-14,2026-01-30,True,6.4,111.6,11.16,0.0,122.76,False,domestico,False
T85D9327E38,2026-01,2026-01-26,2026-02-15,2026-01-31,True,10.8,162.2,16.22,19.46,197.88,False,domestico,False
T9B2220E701,2026-01,2026-01-25,2026-02-14,2026-04-13,True,21.8,288.7,28.87,34.64,352.21,True,domestico,True
T75AE25B236,2026-01,2026-01-28,2026-02-17,2026-02-11,True,16.9,232.35,23.23,27.88,283.47,False,domestico,False
T85C4B9E9BD,2026-01,2026-01-27,2026-02-16,2026-02-16,True,5.5,101.25,10.12,12.15,123.53,False,domestico,False
TAAC46C752C,2026-01,2026-01-26,2026-02-15,2026-02-09,True,11.9,321.1,32.11,0.0,353.21,False,comercial,False
TB5ABA37301,2026-01,2026-01-27,2026-02-16,2026-03-21,True,14.1,200.15,20.02,24.02,244.18,False,domestico,True
TDB1931905E,2026-01,2026-01-24,2026-02-13,2026-02-16,True,10.7,161.05,16.11,19.33,196.48,False,domestico,True
T8A79BCF725,2026-01,2026-01-26,2026-02-15,2026-02-08,True,3.7,80.55,8.06,9.67,98.27,True,domestico,False
T1383BC162C,2026-01,2026-01-27,2026-02-16,2026-02-01,True,12.7,184.05,18.4,22.09,224.54,False,domestico,False
TE3F34F661C,2026-01,2026-01-29,2026-02-18,2026-02-17,True,62.9,1290.1,129.01,154.81,1573.92,False,comercial,False
T945DF5CC73,2026-01,2026-01-24,2026-02-13,2026-04-05,True,11.6,171.4,17.14,20.57,209.11,False,domestico,True
T89289351AD,2026-01,2026-01-28,2026-02-17,2026-02-09,True,13.3,190.95,0.0,22.91,213.86,True,domestico,False
T3C6A8E589D,2026-01,2026-01-25,2026-02-14,2026-02-03,True,22.2,516.8,51.68,62.02,630.5,False,comercial,False
T9EDB41553F,2026-01,2026-01-25,2026-02-14,2026-01-27,True,7.6,125.4,12.54,15.05,152.99,False,domestico,False
T39FECD2D40,2026-01,2026-01-26,2026-02-15,2026-02-02,True,24.1,315.15,31.52,37.82,384.48,False,domestico,False
T393F331539,2026-01,2026-01-29,2026-02-18,2026-04-30,True,11.0,164.5,16.45,19.74,200.69,False,domestico,True
T44E572D176,2026-01,2026-01-26,2026-02-15,2026-04-27,True,11.2,166.8,16.68,20.02,203.5,False,domestico,True
T6A0C9518A5,2026-01,2026-01-22,2026-02-11,2026-02-15,True,15.3,213.95,21.4,25.67,261.02,False,domestico,True
T6F6C091F32,2026-01,2026-01-25,2026-02-14,2026-01-28,True,12.4,180.6,18.06,21.67,220.33,False,domestico,False
T0A7DFC3903,2026-01,2026-01-26,2026-02-15,2026-02-10,True,22.7,299.05,29.91,35.89,364.84,False,domestico,False
T4CA807AAAE,2026-01,2026-01-26,2026-02-15,2026-02-11,True,38.2,820.8,82.08,98.5,1001.38,False,comercial,False
T292B036CC6,2026-01,2026-01-26,2026-02-15,2026-03-26,True,11.4,169.1,16.91,20.29,206.3,True,domestico,True
TF252236170,2026-01,2026-01-26,2026-02-15,2026-02-13,True,13.2,189.8,18.98,22.78,231.56,False,domestico,False
T47A88C447A,2026-01,2026-01-25,2026-02-14,2026-02-03,True,7.2,120.8,12.08,14.5,147.38,False,domestico,False
T29274E7656,2026-01,2026-01-25,2026-02-14,2026-01-25,True,14.6,205.9,20.59,24.71,251.2,True,domestico,False
TF94B3B4CEA,2026-01,2026-01-25,2026-02-14,2026-04-07,True,16.0,222.0,22.2,26.64,270.84,False,domestico,True
TD79C86593F,2026-01,2026-01-26,2026-02-15,2026-04-03,True,18.4,249.6,24.96,29.95,304.51,False,domestico,True
T042B2178D1,2026-01,2026-01-29,2026-02-18,2026-02-18,True,20.4,272.6,27.26,32.71,332.57,False,domestico,False
TE9E2B18053,2026-01,2026-01-28,2026-02-17,2026-04-13,True,57.2,1181.8,118.18,141.82,1441.8,False,comercial,True
T80D9A080BE,2026-01,2026-01-26,2026-02-15,2026-02-08,True,40.1,856.9,85.69,102.83,1045.42,False,comercial,False
T580C1D0E5A,2026-01,2026-01-29,2026-02-18,2026-02-04,True,41.8,889.2,88.92,106.7,1084.82,False,comercial,False
T262047037E,2026-01,2026-01-23,2026-02-12,2026-01-26,True,10.8,162.2,0.0,19.46,181.66,False,domestico,False
T997FBB56CB,2026-01,2026-01-24,2026-02-13,2026-02-07,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T488907BADA,2026-01,2026-01-25,2026-02-14,2026-04-02,True,20.8,277.2,27.72,33.26,338.18,False,domestico,True
T959B664297,2026-01,2026-01-29,2026-02-18,2026-02-16,True,15.1,211.65,21.17,25.4,258.21,False,domestico,False
TCE4FA87780,2026-01,2026-01-23,2026-02-12,2026-02-10,True,12.2,178.3,17.83,21.4,217.53,False,domestico,False
T6A6F416B64,2026-01,2026-01-29,2026-02-18,2026-01-31,True,13.2,189.8,18.98,22.78,231.56,False,domestico,False
T5C22EC11B8,2026-01,2026-01-23,2026-02-12,2026-01-27,True,50.9,1062.1,106.21,0.0,1168.31,True,comercial,False
T132EB7CE2B,2026-01,2026-01-28,2026-02-17,2026-02-13,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T011F73020E,2026-01,2026-01-26,2026-02-15,2026-04-08,True,15.5,216.25,21.62,25.95,263.82,False,domestico,True
T0197678D11,2026-01,2026-01-26,2026-02-15,2026-02-08,True,33.2,725.8,72.58,87.1,885.48,False,comercial,False
TBA58CFEBC6,2026-01,2026-01-24,2026-02-13,2026-02-24,True,22.8,528.2,52.82,63.38,644.4,False,comercial,True
T78A401EEAD,2026-01,2026-01-25,2026-02-14,2026-01-30,True,17.9,243.85,24.39,0.0,268.24,False,domestico,False
TE33F90B286,2026-01,2026-01-29,2026-02-18,2026-02-18,True,13.7,195.55,19.55,23.47,238.57,True,domestico,False
T761C9E26E6,2026-01,2026-01-22,2026-02-11,2026-02-07,True,18.0,245.0,24.5,29.4,298.9,False,domestico,False
T65187CE62C,2026-01,2026-01-25,2026-02-14,2026-02-13,True,44.4,736.0,73.6,88.32,897.92,False,publico,False
T6DD4962896,2026-01,2026-01-28,2026-02-17,2026-02-16,True,11.2,166.8,16.68,20.02,203.5,False,domestico,False
T57E5EAB9B8,2026-01,2026-01-23,2026-02-12,2026-01-30,True,13.7,195.55,19.55,0.0,215.1,False,domestico,False
T0D1C506545,2026-01,2026-01-25,2026-02-14,2026-01-28,True,14.3,202.45,20.25,24.29,246.99,True,domestico,False
T16385BC409,2026-01,2026-01-26,2026-02-15,2026-02-11,True,9.7,149.55,14.96,0.0,164.51,False,domestico,False
T703E749B16,2026-01,2026-01-24,2026-02-13,2026-02-10,True,14.1,200.15,20.02,24.02,244.18,False,domestico,False
TE03815B898,2026-01,2026-01-28,2026-02-17,2026-02-02,True,20.8,277.2,27.72,0.0,304.92,False,domestico,False
T5EDC8CD764,2026-01,2026-01-25,2026-02-14,2026-04-25,True,12.4,180.6,18.06,0.0,198.66,False,domestico,True
T8A0E42EA46,2026-01,2026-01-27,2026-02-16,2026-02-11,True,15.0,210.5,21.05,0.0,231.55,True,domestico,False
T58E4665FE8,2026-01,2026-01-25,2026-02-14,2026-02-02,True,20.1,269.15,26.91,32.3,328.36,False,domestico,False
T45A3829C6C,2026-01,2026-01-28,2026-02-17,2026-02-14,True,12.6,182.9,18.29,21.95,223.14,False,domestico,False
T0F2B41D96D,2026-01,2026-01-27,2026-02-16,2026-02-10,True,29.0,646.0,64.6,77.52,788.12,False,comercial,False
T45E4DAC832,2026-01,2026-01-28,2026-02-17,2026-02-15,True,13.8,196.7,19.67,0.0,216.37,True,domestico,False
TB308B5DC7A,2026-01,2026-01-29,2026-02-18,2026-02-06,True,11.0,164.5,16.45,19.74,200.69,False,domestico,False
T5A52BDFD5B,2026-01,2026-01-26,2026-02-15,2026-02-09,True,5.2,97.8,9.78,11.74,119.32,True,domestico,False
T3B6195226D,2026-01,2026-01-22,2026-02-11,2026-02-08,True,12.4,180.6,18.06,0.0,198.66,False,domestico,False
TEF3ACC364D,2026-01,2026-01-23,2026-02-12,2026-04-13,True,14.0,199.0,19.9,23.88,242.78,False,domestico,True
T0E3944E1C7,2026-01,2026-01-29,2026-02-18,2026-02-10,True,10.2,155.3,15.53,18.64,189.47,True,domestico,False
TC5E02C2AE1,2026-01,2026-01-25,2026-02-14,2026-02-11,True,7.4,123.1,12.31,14.77,150.18,True,domestico,False
T9C181CA6B2,2026-01,2026-01-28,2026-02-17,2026-02-11,True,12.6,182.9,18.29,21.95,223.14,False,domestico,False
T46D0D9FE06,2026-01,2026-01-28,2026-02-17,2026-03-24,True,9.1,142.65,14.26,17.12,174.03,False,domestico,True
T3763EE0258,2026-01,2026-01-22,2026-02-11,2026-02-10,True,12.1,177.15,17.71,21.26,216.12,True,domestico,False
TB6793708AF,2026-01,2026-01-26,2026-02-15,2026-02-01,True,9.2,143.8,14.38,17.26,175.44,False,domestico,False
T02BF3919B7,2026-01,2026-01-28,2026-02-17,2026-01-29,True,11.6,171.4,17.14,20.57,209.11,True,domestico,False
T61903D0C08,2026-01,2026-01-23,2026-02-12,2026-01-25,True,10.9,163.35,16.34,19.6,199.29,False,domestico,False
T1540962193,2026-01,2026-01-28,2026-02-17,2026-02-07,True,59.4,1804.4,0.0,216.53,2020.93,False,industrial,False
TE8DF4BFC62,2026-01,2026-01-28,2026-02-17,2026-02-08,True,40.2,858.8,85.88,103.06,1047.74,False,comercial,False
T97A5E4F98E,2026-01,2026-01-29,2026-02-18,2026-04-11,True,16.9,232.35,23.23,27.88,283.47,False,domestico,True
TB2B631F6DE,2026-01,2026-01-25,2026-02-14,2026-02-01,True,13.3,190.95,19.1,22.91,232.96,False,domestico,False
TFD4476DD46,2026-01,2026-01-27,2026-02-16,2026-02-03,True,22.8,300.2,30.02,36.02,366.24,False,domestico,False
T63AE43B763,2026-01,2026-01-30,2026-02-19,2026-01-31,True,72.4,870.6,87.06,104.47,1062.13,False,domestico,False
TF7E0F3ADFA,2026-01,2026-01-23,2026-02-12,2026-02-09,True,2.5,66.75,6.68,8.01,81.44,False,domestico,False
T9F3D4A99A8,2026-01,2026-01-24,2026-02-13,2026-03-04,True,4.7,92.05,9.21,11.05,112.3,False,domestico,True
T3AF0CA5142,2026-01,2026-01-29,2026-02-18,2026-02-05,True,45.6,1445.6,144.56,173.47,1763.63,False,industrial,False
T525C93E294,2026-01,2026-01-27,2026-02-16,2026-03-04,True,10.7,161.05,16.11,19.33,196.48,False,domestico,True
TA60FF3309B,2026-01,2026-01-27,2026-02-16,2026-02-13,True,8.6,136.9,13.69,16.43,167.02,False,domestico,False
T6230F0F81A,2026-01,2026-01-25,2026-02-14,2026-02-05,True,13.7,195.55,19.55,23.47,238.57,False,domestico,False
T486DC7662A,2026-01,2026-01-28,2026-02-17,2026-01-29,True,172.3,4739.8,473.98,568.78,5782.56,False,industrial,False
T0DD0FDF0BD,2026-01,2026-01-27,2026-02-16,2026-02-08,True,18.5,250.75,25.08,30.09,305.91,False,domestico,False
T81EEF6FCD3,2026-01,2026-01-26,2026-02-15,2026-01-28,True,12.4,180.6,18.06,21.67,220.33,False,domestico,False
T6269371CAA,2026-01,2026-01-25,2026-02-14,2026-02-13,True,8.2,132.3,13.23,15.88,161.41,True,domestico,False
TF7BDB30AC3,2026-01,2026-01-25,2026-02-14,2026-04-18,True,41.9,519.85,51.98,62.38,634.22,False,domestico,True
TC1EBE75CAC,2026-01,2026-01-25,2026-02-14,2026-04-23,True,17.3,236.95,23.7,28.43,289.08,False,domestico,True
T0A0805FB46,2026-01,2026-01-26,2026-02-15,2026-01-26,True,20.2,270.3,27.03,32.44,329.77,False,domestico,False
T7C1EBC3C4C,2026-01,2026-01-22,2026-02-11,2026-03-13,True,14.4,203.6,20.36,24.43,248.39,False,domestico,True
TFB5558315C,2026-01,2026-01-25,2026-02-14,2026-03-25,True,15.3,213.95,21.4,0.0,235.35,False,domestico,True
T4D34DCD6FE,2026-01,2026-01-24,2026-02-13,2026-03-19,True,13.5,193.25,19.33,23.19,235.76,False,domestico,True
T8F2163E1AC,2026-01,2026-01-26,2026-02-15,2026-02-02,True,24.2,554.8,0.0,66.58,621.38,False,comercial,False
T6D36EEA27E,2026-01,2026-01-23,2026-02-12,2026-04-12,True,18.0,245.0,24.5,29.4,298.9,False,domestico,True
TD718599337,2026-01,2026-01-25,2026-02-14,2026-02-10,True,30.8,532.0,53.2,63.84,649.04,False,publico,False
TACFC1D584E,2026-01,2026-01-25,2026-02-14,2026-01-29,True,15.1,211.65,21.17,25.4,258.21,False,domestico,False
TE1CE4D9E5A,2026-01,2026-01-28,2026-02-17,2026-01-30,True,17.1,234.65,23.47,28.16,286.27,False,domestico,False
TEEB9050E6F,2026-01,2026-01-28,2026-02-17,2026-04-02,True,20.7,276.05,27.6,33.13,336.78,False,domestico,True
T266175A7E1,2026-01,2026-01-26,2026-02-15,2026-02-08,True,28.0,360.0,36.0,43.2,439.2,True,domestico,False
T188F8436EB,2026-01,2026-01-23,2026-02-12,2026-02-12,True,9.0,141.5,14.15,0.0,155.65,False,domestico,False
TBF5EF4019A,2026-01,2026-01-28,2026-02-17,2026-02-15,True,10.0,153.0,15.3,18.36,186.66,False,domestico,False
TF8038E3438,2026-01,2026-01-23,2026-02-12,2026-01-29,True,8.4,134.6,13.46,0.0,148.06,True,domestico,False
T14A35B501D,2026-01,2026-01-28,2026-02-17,2026-03-03,True,35.9,777.1,77.71,93.25,948.06,False,comercial,True
TACA1F6575E,2026-01,2026-01-27,2026-02-16,2026-02-15,True,9.4,146.1,14.61,17.53,178.24,True,domestico,False
T425CF74F89,2026-01,2026-01-27,2026-02-16,2026-02-13,True,1.8,58.7,5.87,7.04,71.61,True,domestico,False
T7E561E41DF,2026-01,2026-01-28,2026-02-17,2026-02-17,True,10.9,163.35,16.34,0.0,179.69,False,domestico,False
TAE21909B09,2026-01,2026-01-29,2026-02-18,2026-01-29,True,9.4,146.1,14.61,17.53,178.24,False,domestico,False
TA49FD77129,2026-01,2026-01-24,2026-02-13,2026-04-10,True,31.9,701.1,70.11,84.13,855.34,False,comercial,True
T83C53CBDE3,2026-01,2026-01-23,2026-02-12,2026-01-26,True,16.5,227.75,22.78,27.33,277.86,False,domestico,False
T8989E9F3E0,2026-01,2026-01-26,2026-02-15,2026-02-11,True,27.1,609.9,60.99,73.19,744.08,False,comercial,False
T0E868A3F47,2026-01,2026-01-26,2026-02-15,2026-02-11,True,17.4,238.1,23.81,28.57,290.48,False,domestico,False
TAA4A146A6F,2026-01,2026-01-23,2026-02-12,,True,13.4,271.0,27.1,32.52,330.62,False,publico,False
T929701588B,2026-01,2026-01-23,2026-02-12,2026-01-31,True,6.8,116.2,11.62,0.0,127.82,True,domestico,False
TCBA87E8F93,2026-01,2026-01-28,2026-02-17,2026-02-16,True,17.2,235.8,23.58,28.3,287.68,True,domestico,False
T71B2CE98BC,2026-01,2026-01-27,2026-02-16,2026-01-28,True,20.6,274.9,27.49,32.99,335.38,False,domestico,False
T3104E606FB,2026-01,2026-01-27,2026-02-16,2026-02-11,True,15.7,218.55,21.86,26.23,266.63,False,domestico,False
TC9C584B8EF,2026-01,2026-01-23,2026-02-12,2026-02-06,True,7.2,120.8,12.08,0.0,132.88,False,domestico,False
T42EAACA5A6,2026-01,2026-01-27,2026-02-16,2026-03-12,True,15.7,218.55,0.0,26.23,244.78,False,domestico,True
T27CD292019,2026-01,2026-01-27,2026-02-16,2026-01-30,True,16.6,228.9,22.89,27.47,279.26,False,domestico,False
T2631941D4D,2026-01,2026-01-28,2026-02-17,2026-02-14,True,24.0,314.0,31.4,37.68,383.08,False,domestico,False
TD6D0D046B5,2026-01,2026-01-30,2026-02-19,2026-02-22,True,7.7,126.55,12.66,15.19,154.39,True,domestico,True
T930BCF26DA,2026-01,2026-01-27,2026-02-16,2026-02-13,True,23.3,305.95,30.59,36.71,373.26,True,domestico,False
T7A263D97A8,2026-01,2026-01-29,2026-02-18,2026-04-08,True,22.6,297.9,29.79,35.75,363.44,False,domestico,True
T84CC232045,2026-01,2026-01-28,2026-02-17,2026-02-16,True,7.6,125.4,12.54,15.05,152.99,False,domestico,False
T1F7089E5B3,2026-01,2026-01-25,2026-02-14,2026-04-24,True,41.6,516.4,51.64,61.97,630.01,False,domestico,True
T6DD01C39D7,2026-01,2026-01-28,2026-02-17,2026-04-09,True,24.4,558.6,55.86,67.03,681.49,True,comercial,True
TE3814F5946,2026-01,2026-01-26,2026-02-15,2026-02-08,True,5.7,103.55,10.36,12.43,126.33,False,domestico,False
T260F6D657D,2026-01,2026-01-24,2026-02-13,2026-02-03,True,12.9,186.35,18.64,22.36,227.35,False,domestico,False
TF9F158A927,2026-01,2026-01-25,2026-02-14,2026-02-11,True,15.9,220.85,22.09,26.5,269.44,False,domestico,False
T2A78E596A5,2026-01,2026-01-24,2026-02-13,2026-02-01,True,18.8,254.2,25.42,30.5,310.12,False,domestico,False
T48829C6681,2026-01,2026-01-23,2026-02-12,2026-02-16,True,13.3,190.95,19.1,22.91,232.96,False,domestico,True
T5446AB5D4F,2026-01,2026-01-22,2026-02-11,2026-03-04,True,11.3,167.95,16.8,20.15,204.9,False,domestico,True
T6FEE2A0A85,2026-01,2026-01-28,2026-02-17,2026-04-06,True,9.6,148.4,14.84,17.81,181.05,False,domestico,True
T37BA3005AD,2026-01,2026-01-26,2026-02-15,2026-02-06,True,19.8,265.7,26.57,31.88,324.15,False,domestico,False
T599538981A,2026-01,2026-01-25,2026-02-14,,True,39.8,851.2,85.12,102.14,1038.46,False,comercial,False
TC1FE3D7E79,2026-01,2026-01-27,2026-02-16,2026-04-24,True,14.3,202.45,20.25,24.29,246.99,False,domestico,True
TAB633F4546,2026-01,2026-01-22,2026-02-11,2026-01-24,True,16.5,408.5,0.0,49.02,457.52,False,comercial,False
TEF123948C4,2026-01,2026-01-29,2026-02-18,2026-02-16,True,11.0,164.5,16.45,19.74,200.69,False,domestico,False
T50EA3E30B0,2026-01,2026-01-24,2026-02-13,2026-03-21,True,9.2,143.8,14.38,17.26,175.44,False,domestico,True
T10E8B50E63,2026-01,2026-01-28,2026-02-17,2026-02-04,True,30.1,666.9,66.69,80.03,813.62,True,comercial,False
T75445AB825,2026-01,2026-01-30,2026-02-19,2026-02-09,True,8.4,134.6,13.46,16.15,164.21,True,domestico,False
T9AEC04CEE6,2026-01,2026-01-27,2026-02-16,2026-04-07,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
TE59C7E0558,2026-01,2026-01-29,2026-02-18,2026-02-02,True,8.3,133.45,13.34,16.01,162.81,False,domestico,False
T017F5CC857,2026-01,2026-01-26,2026-02-15,2026-02-06,True,16.3,225.45,22.55,27.05,275.05,False,domestico,False
T5740214D00,2026-01,2026-01-27,2026-02-16,2026-02-06,True,4.7,92.05,9.21,11.05,112.3,False,domestico,False
TA54FDBC969,2026-01,2026-01-25,2026-02-14,2026-04-12,True,38.7,830.3,83.03,99.64,1012.97,False,comercial,True
